"Name","Tags","MSE_ID","MSE_all","R2ScoreVW_ID","R2ScoreVW_all","seed","model.monolithic","model.reuse_phi"
"Diagonal 0.05 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0008759161341004073","0.002552970964461565","0.947723627090454","0.8986255943775177","2","false","false"
"Diagonal 0.05 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.000938489637337625","0.0026198155945166947","0.9440026640892027","0.895989054441452","1","false","false"
"Diagonal 0.1 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0010460777557455003","0.0021087104454636575","0.945302301645279","0.9162990033626556","4","false","false"
"Diagonal 0.1 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0007992610801011324","0.0011720568989403543","0.958211386203766","0.9535127341747284","3","false","false"
"Diagonal 0.1 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0008974270953331142","0.0012571188039146365","0.9530740439891816","0.9501524567604064","2","false","false"
"Diagonal 0.1 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0009014412702526896","0.0012622611597180367","0.9528654396533968","0.9499517261981963","1","false","false"
"Diagonal 0.1 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0007912827364634723","0.001156916527543217","0.9586243987083436","0.9541276216506958","0","false","false"
"Orthogonal* Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0006913354794960469","0.003133689309470355","0.9539949059486388","0.8756206572055817","0","false","false"
"Orthogonal Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0007002008729614318","0.0013038754696026444","0.956801587343216","0.9488314032554628","0","false","false"
"Diagonal 0.2 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0009636037168093026","0.0011416624416597189","0.9568720161914824","0.9547495663166046","4","false","false"
"Diagonal 0.2 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0009571899950969964","0.001153187861200422","0.9571794629096984","0.954287326335907","3","false","false"
"Diagonal 0.2 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0009761159541085364","0.0011580458143725992","0.9563227295875548","0.9541050374507904","2","false","false"
"Diagonal 0.2 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0009550868708174676","0.001130649691913277","0.9572580695152284","0.9551966309547424","1","false","false"
"Random Monolithic","2 slots, monolithic, paper","0.0017499896814115346","0.0017499896348454058","0.9306595981121064","0.9306478202342988","1","true","false"
"Random Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0010623221402056514","0.0010623221169225872","0.957888126373291","0.9578887522220612","4","false","false"
"Random Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0010486250044777989","0.0010486249928362667","0.958436781167984","0.9584262371063232","3","false","false"
"Random Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0011159409885294735","0.0011159409885294735","0.9557653427124024","0.955759024620056","2","false","false"
"Random Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0010722568025812508","0.0010722567909397184","0.9574957430362702","0.9574906408786774","1","false","false"
"Random Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0010635039652697742","0.0010635039187036454","0.9578709363937378","0.9578623354434967","0","false","false"
"Orthogonal+ Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.000660414737649262","0.0012014147127047182","0.9587911486625672","0.9523746311664582","2","false","false"
"Orthogonal+ Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0006565606163349003","0.0011682805488817394","0.9590542018413544","0.9537001490592956","4","false","false"
"Orthogonal+ Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0006293440877925604","0.0011223870562389491","0.9607939064502716","0.955494463443756","3","false","false"
"Orthogonal+ Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0006652344716712832","0.001190565712749958","0.9585165798664091","0.9528108060359954","1","false","false"
"Diagonal 0.05 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.003364006988704205","0.015265297889709472","0.7986823141574859","0.3933469027280808","0","false","false"
"Diagonal 0.2 Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0009036283881869168","0.0010807288810610772","0.9595508992671966","0.957155728340149","0","false","false"
"Orthogonal+ Compositional (Sigmoid)","2 slots, SigmoidAdd, paper","0.0006392892217263579","0.0011405243421904745","0.9601357698440552","0.9547936856746674","0","false","false"
"Random Monolithic","2 slots, monolithic, paper","0.00173410102725029","0.0017341010738164187","0.931302410364151","0.9312915921211242","4","true","true"
"Random Monolithic","2 slots, monolithic, paper","0.0017154454486444592","0.00171544550685212","0.9320233404636384","0.9320327281951905","2","true","true"
"Random Monolithic","2 slots, monolithic, paper","0.0017373974085785448","0.0017373973736539484","0.9311703860759736","0.931182599067688","3","true","true"
"Random Monolithic","2 slots, monolithic, paper","0.0017166463076137006","0.0017166462959721685","0.9319699227809906","0.931981122493744","0","true","true"
